Unnamed: 0,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound,review_length
3420,Nichlas J. Zander,5.0,its a micro sd card and it works what more can you ask for i have one for each of my electronic devices,,247,0,0,0,0,0.0,0.0,103
3421,Nicholas A. Savage,5.0,this card performs much better than the lower class  and  cards i have used in the past i have around  pictures on it as well as quite a bit of other content content loads very quickly on my android phone very happy with this purchase,,638,0,0,0,0,0.0,0.0,234
3422,Nicholas B. Head,5.0,this was a great fast card and i had no issues with it my gs recognized it quickly and still works a year later,,404,0,0,0,0,0.0,0.0,111
3423,Nicholas,5.0,the microsd card works wonderfully with my galaxy tab and gives me a great deal of extra storage for my media on the tablet,,231,0,0,0,0,0.0,0.0,123
3424,Nicholas Katsaras,5.0,i had to format it as fat you can google for how to do that but once you do it works great i ll never understand why people would ever buy a phone that doesn t have a microsd slot with this you can fill it up with whatever you want such as movies tv shows music and share it with whoever you want just pop it in your phone and you are all set for a long trip airplane ride etc i never need to worry about running out of space when taking full hd videos either,,580,1,0,1,1,1.0,0.2065493143772374,459
3425,Nick,5.0,i bought this gb memory card for my mini camcorder now i have unlimited picture and video taking capabilities no more packing extra memory cards for me,,160,0,0,0,0,0.0,0.0,151
3426,Nick,5.0,i bought this for my samsung galaxy s because it had little available memory on board unfortunately the phone doesn t allow for the user to move apps to the sd card but that isn t the card s fault it s the phone s fault the card itself works great and seems to transfer very quickly my full p hd videos have no trouble recording directly to the card,,488,0,0,0,0,0.0,0.0,349
3427,Nick,5.0,it works fairly fast definitely not mb s fast when copying off of it via a usb   adapter and absolutely much slower when writing to it but that s true about all of these memory cards it s just some are worse than others,,507,0,0,0,0,0.0,0.0,219
3428,Nick,5.0,so far this has outlasted my gb scandisk micro faster data transfer and my phone seems to breathe highly recommend the ultra over the regular,,483,0,0,0,0,0.0,0.0,141
3429,NickisratingstuffonAmazon,5.0,this micro sd card holds quite a bit of stuff not all my stuff but most of my stuff i like that,,340,0,1,1,-1,0.0,0.0,95
3430,Nick James,5.0,works had to give a review of this since it does exactly what is it advertised to good buy for anyone,,310,0,0,0,0,0.0,0.0,101
3431,Nick Kniveton,5.0,works perfect in my note  this card even writes almost as fast as my internal phone storage it works much better than cheap chinese cards i ve also tried it in my go pro and it has plenty of write speed even enough for shooting in k i highly recommend it and will definitely be getting another soon,,385,0,0,0,0,0.0,0.0,298
3432,nickname sin,5.0,i purchased this microsd card to record extended p videos and it has worked flawlessly camera did not immediately recognize the card but going into the settings and selecting format solved the problem,,482,0,0,0,0,0.0,0.0,200
3433,Nick Savage,3.0,great little card the only problem i have experienced may not even be related to the card but android os itself i experience buffering hiccups pauses when watching a video if i also have my utorrent client in the background downloading i am not sure if this is limited to the card itself and possibly a faster write speed is needed or it s the fault of the phone s os however i am confident that it s operating within spec card looks good too too bad it s in the case of my phone never to be seen,,357,0,0,0,0,0.0,0.0,496
3434,"Nick S ""Nick S""",5.0,i bought this a while back and have had no complaints at all fast reliable and no hickups and at a decent price as well will be coming back for another,,96,0,0,0,0,0.0,0.0,151
3435,Nick Wilson,5.0,this is an ultra fast sandisk branded sd card that s great for digital cameras especially for video i got it for my smartphone mainly for the  gb capacity and it fills the bill at a very low price with prime shipping you can t get better quality flash cards than sandisk i m still amazed that they can cram such a huge amount of memory on such a tiny chip one megabyte of data in text from printed out would fill a pickup truck this chip has  thousand megabytes think about having   pickup trucks full of text in a chip smaller than your pinky fingernail,,353,0,0,0,0,0.0,0.0,554
3436,"Nicolaas Traut ""Nick the Noob""",5.0,the card i received works perfectly in my samsung note  it comes with a converter to normal sd size and i used it to copy music and photos from my imac to the card it picked up straight away in my mobile device and works fast enough for taking pictures and videos with the mobile delivery was fast as usual from amazon and packaging was good on a sidenote i own a couple of dslr cameras and generally prefer the sandisk brand for my memory cards i ve seen other brands fail at the most inappropriate of times but never had a failure on a sandisk,,710,0,0,0,0,0.0,0.0,545
3437,Nicolas Siemsen,5.0,installed it in my contour camera and it works just swell for taking p hd video at fps can t complain can t say much more good stuff,,465,0,0,0,0,0.0,0.0,132
3438,Nigel,5.0,was hesitant to purchase but then my regular phone sd card died and so decided to go for this class  for my tablet excellent choice,,598,0,0,0,0,0.0,0.0,131
3439,"Nighthawk Silvertip ""Nighthawk Chief""",5.0,this was ordered as extra memory for my wif e s tablet provides lots of extra space for storage beyond the onboard ram,,162,0,0,0,0,0.0,0.0,118
3440,niklas bauer,5.0,good micro sd card i love sandisk s products because they have a good warranty policy i would recommend this product,,216,0,0,0,0,0.0,0.0,116
3441,"Nikola Tesla ""Free Energy""",5.0,works as expected no problems second time i purchased this item happy with purchase cheapest price i found for sandisk,,260,0,0,0,0,0.0,0.0,118
3442,Nilo Esparza,5.0,this small but big in memory will be the perfect gift for a samsung tablet i am pretty sure she will love it,,721,0,0,0,0,0.0,0.0,108
3443,Ninja Ryan,5.0,awesome microsd card no issues and i have several of these and has performed well in my gopro sg and note,,485,0,0,0,0,0.0,0.0,105
3444,Nitrousbird,5.0,works perfectly with my gopro  no issues with write times and works as expected no issues with losing anything stored or corruption which is highly important for anything camera related,,483,0,0,0,0,0.0,0.0,185
3445,Niwi,5.0,i love this i am using it to add additional storage space to my mb air together with the minidrive i may not have comparable speed to an actual ssd but for audio files and photos it is good,,626,0,0,0,0,0.0,0.0,189
3446,nj,5.0,there is a lot of fake memory being sold right now this is legit works and is the stated capacity it benchmarked as fast as my device is  mb sec this is my devices limitation not the cards i m sure it is faster in devices that support higher speeds,,187,0,0,0,0,0.0,0.0,248
3447,njmalevoice,2.0,used it for my samsung galaxy tab    tablet stopped working after about  months without warnings my tablet now recognizes as blank or un formatted card my computers won t even recognize it at all i am still trying to recover some priceless photos of my kids since my last backup of the card,,366,0,0,0,0,0.0,0.0,290
3448,N. Kerr,5.0,as soon as i learned that my nokia lumia  would gladly accept gb microsd card i sought one out the  promo price on amazon had evaporated along with the stock of the rare cards the price had skyrocketed to nearly  and they were out of stock i pined i whined then one day in early may there it was back on amazon for the awesome price point of  i pulled the trigger immediately well apparently the cards were on backorder but in was a short wait four days later i had my card after formatting it via the phone ands changing all my phone settings to save everything to the card i m a happy camper read write speeds are good and the only really noticible lag is when taking photos but that has a lot to do with my choosing to take photos with a mp low rest version and a corresponding mp raw version too other than that this drive has allowed me to store gb apps games of which i have many and tons of pics and p videos i d say that if your phone accepts gb cards this is a no brainer,,191,2,0,2,2,1.0,0.3423802275066531,980
3449,NLee the Engineer,5.0,i have tested dozens of sdhc and micro sdhc cards one disturbing trend i noticed is that the speed class rating for micro sdhc is typically inflated for example a class  rating means the card must deliver a sequential write speed of at least mb s but somehow a class  microsdhc cards is always slower than a class  sdhc card from the same manufacturer case in point thepny  gb microsdhc card p sdug efs claims to be class  yet it can only write at  mb s maximum while the full sizepny p sdhcgachieved  mb s according to crystaldiskmark v  thissandisk ultra  gb microsdhc class  uhs  card sdsdqua g ua however proves to be the exception it achieved a sequential write speed of over mb s according to two different benchmark programs  mb s in crystaldiskmark  mb s in htestw v  this is faster than all my other microsdhc cards including two class  cards frompnyandpolaroid a closer look at the file transfer speed using flash memory toolkit revealed another nice surprise for writing small files this sandisk ultra microsdhc card performed just as well as its full size counterpart thesandisk ultra sdhc sdsdu g affp in contrast all my other class  microsdhc cards perform poorly while writing smaller files see the benchmark results i uploaded to customer images for details when you use a memory card in a digital camera to record hd video it needs to store a huge video file each session that means its sequential write speed is most critical when used in a tablet or a smart phone however the card s random write speed for small files is more important that s why in such applications the sandisk microsdhc will perform faster than the pny and polaroid cards even though they are also rated as class  bottom line as of this writing the sandisk ultra microsdhc card ia actually priced lower than other class  cards from pny and polaroid this makes the sandisk the best value especially if you need honest class  performance across all platforms side notes do not confuse this sandisk ultra card withsandisk mobile ultra microsdhc sdsdqy g ua the latter is rated for class  only the size of this gb card is  gb according to my computer this is actually normal because computer people count one gig as  to the power  which is   larger than one billion so  gb translates to   billion bytes which is gb according to marketing people update on feb    amazon combined the sandisk ultra gb and gb cards on the same product page please beware that your intended appliance must be compatible with sdxc in order to used the gb version my original review refers to the gb sdhc version  there are two part numbers for the same card if you start from the amazon product page and select retail packaging you ll see the part number of sdsdqua g ua but if you click on frustration free package the part number changes to sdsdqu g affp a update on oct   the sandisk microsdhc card works great in my new samsung galaxy s without the need for reformat the default format is fat update on dec   my old test results were limited by the card reader and usb   port used i re tested the sandisk uhs micro card using thetranscend rdf card readerconnected to an usb   port here are the results from crystaldiskmark   x sequential read speed  mb s was  mb s when connected to usb   port sequential write speed  mb s was  mb s when connected to usb   port,,803,1428,77,1505,1351,0.9488372093023256,0.9365186121207498,3328
3450,"NLWPS ""Computer User""",5.0,i got this for my new phone it works as expected i don t worry about the speed in these things i loaded up all my music on it my phone stores my pictures on it so far i have not had any issues with this micro sd card,,418,0,0,0,0,0.0,0.0,216
3451,NMSUAggies,5.0,while not quite as fast as i was expecting it to be it works perfectly and smoothly i bought this for my new droid razr when we moved to a new carrier it did take a few minutes for my computer to recognize it causing me to think the card was bad but it eventually did recognize it and allowed me to move everything from my previous card to it via the desktop i also put a few movies on it and so far watching them on the phone has been flawless and smooth it s only been in my phone for a few weeks but i have no complaints what so ever at this point excellent card,,412,0,0,0,0,0.0,0.0,565
3452,Noah Nason,5.0,plugged this little gem into my  and now have a huge amount of memory for video kindle downloads and music,,280,0,0,0,0,0.0,0.0,106
3453,noam,1.0,spoke with customer service had it replaced  times card had problems all of the times they were all the time looking for ways to get out of the warranty until they decided i did something which obviously wasn t the problem because it happened  times with the previous cards basically look into other companies that honer their warranties very sad usually very good cards they kept saying that samsung updated the software and they update it in ways that it wont match the sandisk cards,,438,0,0,0,0,0.0,0.0,485
3454,Noel Cheok,5.0,bought these for my finevu cr hd dash cam my cam cannot take cards greater than gb and found this to be the most consistently performing card for my use i now get almost double the recording content vs the gb card that came with the dash cam if you need a card with no maintenance and performs with no issues this is the card to get,,488,0,0,0,0,0.0,0.0,332
3455,noel perez,5.0,love it makes my tablet work so much faster because it take up alot of memory that would be on the internal storage free s alot of space i ve got a bunch of music and movies downloaded on this micro card and only using about   of it memory thanks i would recommend this to anyone whole loves music and movies on the go,,341,0,0,0,0,0.0,0.0,318
3456,Noel Savage,5.0,not all memory cards are the same class  means faster transfers this one is even faster works as promised,,814,0,0,0,0,0.0,0.0,105
3457,NoK,5.0,storing my images and videos as it should on my note  no issues here at all as some have stated possible they received a bad batch,,127,0,0,0,0,0.0,0.0,130
3458,NONAMEHERE,1.0,pro  pricecons  intially began to get card read errors on samsung note right at  months it fails lossing all my data pictures videos documents ect all gone i shouldn t have cheaped out i should have bought the samsung card,,572,1,0,1,1,1.0,0.2065493143772374,222
3459,Noodles168,5.0,as to be expected this sandisk works as advertised in my garmin  gps i am satisfied with this product,,192,0,0,0,0,0.0,0.0,101
3460,Norma,4.0,i bought this card to expand the memory in my note ii works well no complaints so far will probably purchase a  gb when this one fills up,,459,0,0,0,0,0.0,0.0,137
3461,Norman Gibson,4.0,so far so good no complaints does what it is supposed to do,,154,0,0,0,0,0.0,0.0,59
3462,Norm D. Plume,1.0,purchased for my android phone to provide more media storage the one i received was doa spoke with sandisk tech support who confirmed that it was a bad unit since it was within  days they suggested i return it to amazon instead of going through warranty procedures i returned it to amazon but made the mistake of requesting a replacement instead of a refund the replacement appeared to work at first but after a short while it caused my phone to reboot files went missing and displayed other forms of instability it was a bit late to return again so i contacted sandisk who replaced the unit under the warranty however this all took a lot of time necessitated repeated copying of many gbs of data and secure erasing of information the warranty replacement from sandisk works well so far however i m not seeing much improvement in my application over a similar gb class  sandisk microsdhc this one is class  would probably give the current unit  stars but this rating is for the amazon delivered units both defective if you do get a bad one i d suggest to return for refund not replacement,,556,0,0,0,0,0.0,0.0,1088
3463,Norm_GTV2000,5.0,i have a number of sandisk memory products and they have been  reliable this microsd is no exception i purchased this memory specifically because it was the largest microsd memory currently available i am using it for removable data storage on a windows surfacepro to free on board ssd drive memory reviews of the surfacepro didn t verify compatibility of the gb microsd but the surfacepro immediately recognized it and it operates flawlessly,,156,0,0,0,0,0.0,0.0,442
3464,"Northeast Consumer ""Dart Enthusiast""",5.0,this works great for added memory on my new asus t tablet laptop it came with a gb hard drive and now with this i have gb,,294,0,0,0,0,0.0,0.0,121
3465,Notabiker,5.0,get a fast card for your gadgets this is a class  higher the number the faster the read write it is and sandisk is a well know reputable name i would avoid the cheap junk as if it fails then you ve lost what s on the card most likely,,667,0,0,0,0,0.0,0.0,233
3466,"notbraveheart ""notbraveheart""",5.0,less money than comparable samsung very fast installs easily would recommend to a friend also i appreciate the  user friendly  packaging,,548,1,0,1,1,1.0,0.2065493143772374,136
3467,"Not My Real Name ""Really REALLY!""",4.0,fungible micro sd card that works as expected now for filler text to get past the idiotic word count minimum,,156,0,0,0,0,0.0,0.0,108
3468,N. Petrie,3.0,failed in one month sandisk very promptly replaced great customer service and the new card seems to work ok i have read that there are some problems with the galaxy s so it may not have been the memory module s fault it failed,,632,0,0,0,0,0.0,0.0,226
3469,NPmatt,5.0,short and sweet i ve never had an issue with sandisk media and this one has been solid as well i have sandisk media in all of my countless electronic gadgets,,280,0,0,0,0,0.0,0.0,157
3470,Npolefox,5.0,cant complain about anything sandisk i buy this product anytime i need a memory card prices are decent and storage capacity is as well,,483,0,0,0,0,0.0,0.0,134
3471,N's Gadget Reviews,5.0,using this in my galaxy s and it works fairly well i ve transfered a bunch of files from the pc via a usb   memory card reader and ya know it s not blazing fast but it s pretty good for what it is it s certainly a lot more tolerable than pretty much any other microsd card i ve used that said you get a minimum write speed that s good enough for p video on a cell phone or other mobile device and will probably lead to faster times between shots if you use it in a camera phone if for no other reason than it takes less time to write the picture you just took to the disk vs say a cheaper sd card it s a microsd card i haven t had any problems go for it,,67,0,0,0,0,0.0,0.0,653
3472,N. Southerland,5.0,this one works just like it s supposed to work fast response on delivery and the adapter fits the standard memory card reader,,221,0,0,0,0,0.0,0.0,125
3473,nta699,5.0,it s a memory card and performs like it should it stores data i would recommend it for cameras and any other device that calls for storage with a sd card and adapter,,287,0,0,0,0,0.0,0.0,165
3474,Nuroppo,5.0,works as advertised no issues to date there are faster cards out there but you will pay more for them,,605,0,0,0,0,0.0,0.0,101
3475,NurseLovesDeals,5.0,purchased this for my gopro hd hero  silver it works extremely quick no problems with recording videos or taking pictures on i would buy it again,,624,0,0,0,0,0.0,0.0,145
3476,Nwonknu,5.0,got it exactly what it was displayed and described bought this directly through amazon at usd  only for my samsung captivate glide all u need to do is to format it with your phone and voila gb to be exact when calc in bytes not a big fan for the transfer speed but it does satisfy my desire of putting one in my phone buying thru amazon bulk purchase is cheaper but requires u to wait longer for the shipment but for my case it was faster than expected a very happy customer,,834,0,0,0,0,0.0,0.0,474
3477,NyGreggUSA,5.0,i use this in my midland action cam for hunting and fishing i rely on sandisk because of it s quality i have over a dozen different memory cards and of all the brands i like sandisk the best never an issue,,689,0,0,0,0,0.0,0.0,205
3478,nytowl,5.0,bought this to use in my canon elph hs digital camera works fine right out of the box i probably did not need this much capacity but why worry,,377,0,0,0,0,0.0,0.0,142
3479,oafsandwich,5.0,it works great and transfers quickly i use it on my dell venue tablet and my polaroid xs action camera,,269,0,0,0,0,0.0,0.0,102
3480,OB,5.0,quick shipment product as described comes with adapter which will come in handy sandisk is a great product it usually delivers quality item,,514,0,0,0,0,0.0,0.0,139
3481,occamsrazor,4.0,reasonable price good quality not much more needs to be said,,335,0,0,0,0,0.0,0.0,60
3482,"Occasional Reviewer from Michigan ""Mark""",1.0,it appears that the gb sandisk ultra micro sd card i purchased from amazon was defective i installed it in my samsung tablet but could not successfully transfer files using either a usb cable or wifi the file transfer would appear to start but then would slow down and hang completely it did this on every one of multiple attempts with different file types and numbers of files ranging from many to just a single file i tried loading files onto the card directly from my pc but then the tablet would not see them i tried reformatting the card both in my pc and in the tablet but still got the same result after a few tries the tablet would appear to format the card but then tell me that the card was blank unformatted i did an a b a with an old gb sandisk micro sd card that i had laying around it worked perfectly formating transferring files reading and writing files everthing worked i put the gb sandisk ultra card back in the tablet but had the same problems again i concluded that the sandisk ultra card was defective and returned it i m still using the old gb card without a hiccup the good thing was that amazon s return policy was quick and painless,,625,0,0,0,0,0.0,0.0,1159
3483,Ocean Blue,5.0,i have no issues with this micro sd i purchased it for use with a video camera and it does everything i would expect without any problems wouldn t hesitate to purchase again,,264,0,0,0,0,0.0,0.0,173
3484,Octavio Barreto,5.0,i bought the memory to my lumia  and it works it s really faster than my previous microsd class  no complaints i m very happy with my purchase,,200,0,0,0,0,0.0,0.0,142
3485,ocxmichael,5.0,the name should speak for itself it comes with a regular sd card adapter if one day you feel that you have no need for a microsd card then just simply put it back into the adapter and use it as a regular sd card for your camera or other electronics that takes a form of a regular sd card it reads and write very fast which it should since it s a class  card i bought this for my samsung galaxy s and it s a nice addition to storing those big p files mp music loads hands down the best brand in the industry for sd cards i highly recommend it,,383,0,0,0,0,0.0,0.0,541
3486,odaddio,4.0,installation on my surface was simple and added a lot more storage to my tablet i liked the sd adapter so that i can use it like a mini usb drive from my larger pc,,600,0,0,0,0,0.0,0.0,163
3488,odin,3.0,failed after one month and the problem is epidemic on the sandisk forums they slowly get corrupted then fail and report only  mb size the lifetime warranty is nice but these products are clearly defective i m in the process of rma now will update post on status updates do not trust your data with this product keep a backup of everything you put on it i m  serious just look at the sandisk users forum for gb cards here is my breakdown while it lastedsandisk ultra  gb microsdxc class  uhs write speed was   mb s usually  tested windows usb   reader and android read speed  mb sfailed    monthsupdate   received back replacement item in brand new condition readspeed is  mb s write speed is still around  mb s rma turn around time was about  weeks i will up rating if this one lasts longer then one month update   rma replacement is still going strong upped the star rating by one point,,317,1,1,2,0,0.5,0.0945312057342307,887
3489,Odone Bisaglia Fh,5.0,the right size for the gopro black,,276,0,0,0,0,0.0,0.0,34
3490,offroadn,5.0,its a sandisk ultra card all i can say is that it records data for my go pro without problems,,449,0,0,0,0,0.0,0.0,93
3491,O.G.,1.0,just as with many other reviewers here my card worked perfectly for the first week and a half and then suddenly lost its format and could no longer be reformatted while at the same time overheating dangerously sandisk is currently issuing an rma to replace it but i am worried that the replacement could also end up being defective as is evident from the  star reviews here the rate of such defects for these cards is about  which to me seems like an absolutely unacceptable number for a memory card for a major manufacturer and it s not like sandisk hasn t had a heads up on this problem the negative reviews have been there for quite a while clean up your act sandisk,,551,0,0,0,0,0.0,0.0,669
3492,Ognian Ivanov,5.0,excellent product at a great price i use it with asus transformer pad  and it works great speed is high enough to ply high definition video from it,,681,0,0,0,0,0.0,0.0,147
3493,"OJ Oshin ""Muyiwa""",4.0,very good and quality memory with good functions i received it in record time from the seller and so far i have not had any issues with the memory card,,443,0,0,0,0,0.0,0.0,151
3494,"okiedan ""Pro Bono Publico""",5.0,purchased two of these to use in my surface pro loaded one with  gigs of movies and one with  gigs of music small form factor means easy to transport both work flawlessly in my surface pro redirected my itunes music to the d drive and therefore using none of my pro storage space for movies or music plays movies and music perfect to my pro device no waits no slow downs just pure streaming from the sandisk to my screen happy of course i have skydive icloud and amazon cloud but sometimes you are away from fast wifi or just simply do not want to use any of your processing speed to stream this enables me to have content available at a whim,,513,0,0,0,0,0.0,0.0,642
3495,old mojo,5.0,works great in a samsung phone easy to use get to and can take some punishment i ll be buying more soon,,239,0,0,0,0,0.0,0.0,103
3496,Olga,5.0,gb microsdx class  memory card i use it as external storage for my samsung galaxy note ii phone so far it has worked great,,281,0,0,0,0,0.0,0.0,122
3497,Oliver Cornell,5.0,many have complained that the hero requires a high quality msd card picked up this one for a great price on amazon and have not had any issues with my camera freezing up or not recording as desired transfer rates were as advertised also loaded it at one point with  or so xvid movies for my daughters to watch on an asus epad transformer and it worked perfectly highly recommend,,724,0,0,0,0,0.0,0.0,378
3498,Omar,5.0,works like a charm i originally thought this was expensive and bought an off brand card which ended up being junk i returned it spent the extra  on this card and it is awesome i have it in a samsung galaxy tab    smt and watch movies read books pdf and listen to music on it since i travel a lot i will end up buying a couple of these that way i won t even need to take a full size laptop with me,,545,0,0,0,0,0.0,0.0,396
3499,Omar M.,1.0,i dunno if it s a bad copy or what but when i try to transfer files like gb or gb it doesn t copy it ejects itself and then mounts itself again i had to transfer all my songs from my pc through airdroid which was a pain in the a i can t transfer movies from my pc and by the way i tried formatting it and checking for some errors but same issue but i can move smaller files like mb or sovery disappointing especially for such price update now i have more problems my phone tells me every now and then that the sd card was unexpectedly removed and i tried on other phones with the same problem,,541,0,0,0,0,0.0,0.0,592
3500,Omayda Q.,5.0,this memory card is the best i ve downloaded it all kinds of information without problem and their ability to cover all my expectations the negative is the adapter that does not work properly on the computer,,245,0,1,1,-1,0.0,0.0,207
3501,omfgskyler,5.0,fast sleek small not really much to say about a microsdhc most of you buying this knows what they do,,584,0,0,0,0,0.0,0.0,100
3502,omni,5.0,i have other sd cards that begin to act a little buggy over time all of my sandisk cards are still running great this card included,,246,0,0,0,0,0.0,0.0,131
3503,"One Bad Dog ""One Bad Dog""",5.0,what can you say about sandisk they always work and perform the way they are met to do got this for my samsung tab   and it works flawlessly,,543,0,0,0,0,0.0,0.0,140
3504,One Day,1.0,this card died in less than one month in my siii lost  pictures valuable pictures and information do not buy,,741,0,2,2,-2,0.0,0.0,108
3505,onedog,5.0,i love the class  uhs memory card thank you onedog,,215,0,0,0,0,0.0,0.0,50
3506,One Putt,5.0,class   gb perfect for my phone never use anything less than a class  in a phone because you will have lag times waiting for the card to respond for  shipped to your front door how can you go wrong sandisk has been good for me for many years recommended,,283,0,0,0,0,0.0,0.0,253
3507,Onri,5.0,purchased this to go with my spouse s new sony tablet he is happy because unlike me he doubts he will every fill it up i on the other hand will use his tablet to take photos and such now i don t have to worry about missing that surprise shot when my tablet isn t around and his is,,172,0,0,0,0,0.0,0.0,280
3508,"Opeyemi Sulaiman ""halo2champ""",5.0,using this in my s and its great movies music and more picture taking wat else is there to say,,651,0,0,0,0,0.0,0.0,94
3509,Opti Mist,5.0,very easy to install and works in my samsung galaxy pro   from the get go great way to add storage,,226,0,0,0,0,0.0,0.0,98
3510,"OregonBuckeye ""GeauxBuckeyes!""",5.0,sandisk has always provided me with a reliable memory product in the case of this  gb card it went into a samsung note   and my wife could not be more pleased pros reputable brand pricecons none noted,,342,0,0,0,0,0.0,0.0,200
3511,"Orgil Ulziikhutag ""Oogii""",4.0,well i m not a experienced product reviewer when it comes to such memory card kind of thing everything seems fine delivery time was on time writing speed reading speed is normal i didn t expect adapter would come with it that s plus  star the only reason i m giving four star is battery drain of my phone when i filled this card with almost  gbs of music and put it in my phone my phone s battery was draining very very quickly is it supposed to be like this i m not sure if it s phone s or this card s faulty i ve never been experienced such thing before so if anyone knows the solution and explanation for this situation i hope u will enlighten me pls otherwise this product seems solid and legit,,352,0,0,0,0,0.0,0.0,698
3512,Orion9282,5.0,it s an sd card that works great big storage and writes fast enough for me not much to complain about,,709,0,0,0,0,0.0,0.0,101
3513,orlando concepcion,4.0,can t tel you much about it its a memory card and i can t compare it to other products out there,,423,0,0,0,0,0.0,0.0,96
3514,"Orlando Furioso ""BroTom""",5.0,i put it in my new roku  xs and it seemed to work that is it recognized and formatted it i m hoping to use my roku for music and video i suppose that mostly i ll be streaming but i thought i d give myself the option of locally storing some of the media,,554,0,0,0,0,0.0,0.0,252
3515,Osakapi,1.0,pros looks good works fine until it starts acting up cons worked for   months in  samsung s phones and  months in a samsung galaxy note  one by one they all died became unreadable cannot format either just dead wasted sandisk did not post any disclaimers like don t bother to use this in a samsung device,,471,1,0,1,1,1.0,0.2065493143772374,304
3516,os_cali,5.0,works in the note  cant complain at all the price is sweet amazon is the best thank you thats all,,484,0,0,0,0,0.0,0.0,97
3517,Oscar #77,5.0,good quality memory card have used it with the gopro hero  and works flawlessly wished all electronics were this simple,,6,0,0,0,0,0.0,0.0,119
3518,Oscar Haynes,5.0,san disk is alway a brand name that i know i can trust i have never had a problem with any san disk memory card that i have purchased,,129,0,0,0,0,0.0,0.0,133
3519,Oscar,5.0,had a gb card in my s and my wife didn t have a memory card in her s so i bought a couple of these for us i needed a bigger card because i load custom roms and such and she needed one for her media they work great and have a pretty nice capacity,,437,0,0,0,0,0.0,0.0,245
3520,"Oscar Rodriguez ""Oscar Rodz""",5.0,i was able to add  full length movies at p for my phone with no problem with this chip must have for long airplane trips,,158,0,0,0,0,0.0,0.0,120
3521,oshirenshi,5.0,sandisk ultra gb microsdhc class  uhs item is as described decent product for its price and quality it comes with the small sd card and a next size up adapter,,198,0,0,0,0,0.0,0.0,158
3522,OSWALDO ARTIAGA,5.0,thank you very much i m very satisfied and pleased with the product i purchased i recommend this vendor for their reliability diligence and quality of their products in my grateful and happy client oswaldo artiaga,,427,0,0,0,0,0.0,0.0,213
3523,Owen E. Heuston,5.0,i made the mistake of buying a supposed gig card on ebay and found that it was fake so i decided to purposely buy a retail packaged sanddisk card directly from amazon the card is great i reformatted it to fat for use with my sansa clipzip and hisoundaudio studio v rd anniversary i have not had any problems with the card works as advertised and the transfer speeds are great when loading files onto the card,,495,0,0,0,0,0.0,0.0,408
3524,Owen West,5.0,got this for my cell phone most likely more storage than i will ever need but at this price going with a lower capacity chip just wouldn t save that much money and didn t make sense exactly as pictured worked without a problem,,355,0,0,0,0,0.0,0.0,226
3525,Owner,3.0,i put this in my samsung skyrocket phone even though the phone says  gb max it still recognized and formatted the card its great to have all of that space however any time i try to use the usb mass storage mode to transfer files it errors out i thought it was the phone since it was larger than the max spec but then i tried it in a usb card reader i had it still errored out trying the same files finally i had to put it in the adapter and stick it in a card reader built into a laptop and transfer the files that way i think the issue was that using the usb   the files were writing too fast and faulting out and with the laptop transferring the files from the wireless network and then to the card the transfer speed was slow enough that it was successful took all night to get my stuff on the card though i use it mostly for pics and video on my phone also works great the phone seems to have no trouble accessing anything on the card and it seems plenty fast for it even when recording high def video which i do a lot of for work,,683,0,0,0,0,0.0,0.0,1034
3526,Pablo,5.0,it has been awesome and just enough in size i have been putting movies in the range of mb to   gb no issues also plays lossless music with no issues as well,,711,0,0,0,0,0.0,0.0,156
3527,Pablo Ortega,5.0,great memory card i love the fact that this came in frustration free packaging and even better it also came with an sd adapter for free thanks a bunch amazon and sandisk,,31,1,0,1,1,1.0,0.2065493143772374,169
3528,PantherSpawn,5.0,works well in our tablets and phones,,62,0,0,0,0,0.0,0.0,36
3529,paolo,5.0,la uso sul mio samsung galaxy tab   e va benissimo raramente non la riconosce ma basta estrarla rimetterla e tutto va a posto se fosse spesso sarebbe un problema ma ripeto succede raramente perci ograve consigliata,,554,0,1,1,-1,0.0,0.0,214
3530,Papadirk,5.0,this card is so small and yet holds this much storage no problems with speed or reliability can definitely recommend,,520,0,0,0,0,0.0,0.0,116
3531,PapaG,5.0,bypass the  cheaper  clones and get sandisk your data is wprth much more than the little that you  save  using the cheap imitations trust me i just found that out for myself,,215,0,0,0,0,0.0,0.0,173
3532,"papatech ""c.p.""",4.0,i just had an incident with my galaxy s phone however where the chip became corrupt is it the chip is it the phone i put one of these in my samsung phone and another in my samsung tablet all is well except for that one time where the chip and phone got funny with each other and i had to erase all my music the phone was able to format erase prepare the chip so it was immediately usable but i did lose my music very weird well all i have to do is sync my music to my phone no big deal,,524,0,0,0,0,0.0,0.0,485
3533,PA Pete,5.0,hasn t even blinked in my mp player and gave me loads of room for expanding my library i trust the sandisk name with all my electronic gear,,483,0,0,0,0,0.0,0.0,139
3534,Parker Alton,5.0,one of the benefits of having an android phone is being able to have external storage i popped this in my phone moved my apps over and added some flac movies and more i added a selection of movies and then never watched them then i was on a flight across the atlantic and everyone fell asleep around me and i remembered that i had added all these hd movies that alone justified the purchase do yourself a favor and add some extra storage to your phone whatever,,32,0,0,0,0,0.0,0.0,460
